Array.ORF;rep1;rep2;FY5;log.mean.mol;log.median.mol;Pramila.Hits;Spellman.Hits;Orlando.Hits;Granovskaia.Hits;Kelliher.Hits
YAL053W;0.00619;-0.16981;8.5734153228;7.93263316277505;7.4940768893926;1;1;1;1;0
YAL059W;-0.08854;0.02372;8.1593176481;8.5023025600607;8.30421442197695;1;0;0;1;0
YAL067C;-0.04239;0.03006;6.3741568111;6.92853781816467;6.92853781816467;0;1;0;0;0
YAR002C-A;-0.01447;-0.01412;10.415595606;9.19950333938266;9.1327145694333;0;0;1;0;1
YAR002W;0.04243;-0.02988;9.6262443998;8.75236056024367;8.48976418544267;0;0;0;0;1
YAR003W;0.01792;0.02521;9.0220247445;7.22193744421766;7.01557495694338;1;1;1;1;1
YAR018C;-0.02947;-0.00773;7.7028963729;6.84464874967324;6.75229119612377;1;1;1;1;1
YAR020C;-0.02129;0.01582;7.9534560074;;;0;0;1;0;0
YAR027W;-0.02316;-0.02078;6.9403504172;7.86710081792574;7.43248380791712;0;0;1;0;0
YAR028W;-0.02221;-0.00092;6.2956199905;7.42110800830465;7.40306109109009;0;0;0;0;1
YAR029W;-0.01603;0.06011;7.8970591272;;;0;0;1;0;1
YAR033W;-0.02291;0.04726;8.9299292318;7.24477130131298;7.24477130131298;0;0;1;0;0
YAR035W;-0.07283;-0.04181;8.1441717935;6.87304416304181;6.95368421087054;0;0;1;0;0
YAR068W;-0.07455;0.05008;9.1883055307;;;1;0;0;0;0
YAR071W;-0.03965;0.03606;9.9281745759;8.71306288255371;8.68614301901129;1;1;1;0;0
YBL001C;-0.01662;0.03592;10.2330135643;9.0675856598589;8.43579475059353;1;0;0;0;0
YBL002W;0.07209;0.06231;11.8625334964;11.676890999676;11.5271277880455;1;1;1;1;1
YBL003C;0.01107;-0.02421;13.5963267389;11.0791355388766;11.1171398372762;1;1;1;1;1
YBL005W;-0.15061;-0.20278;8.0282750222;6.36817500489622;5.41610040220442;0;0;1;1;1
YBL009W;-0.16864;-0.13416;9.3392968625;6.43984266616274;6.29368507445098;1;1;1;1;1
YBL010C;0.11023;-0.003;8.5405557962;7.27945042215129;7.24636808010246;1;0;1;1;1
YBL015W;-0.06229;-0.00455;10.1725025375;9.82805804680764;9.04887474270134;0;0;1;0;0
YBL019W;-0.02174;0.01868;8.7422480878;5.77408173240653;5.97944398565257;0;0;1;0;0
YBL022C;-0.13851;-0.0231;11.2311677408;8.78114998728401;8.68283154915231;0;0;1;0;0
YBL025W;-0.00608;0.06834;8.1171362666;7.24992178545625;6.29658190610619;0;0;1;0;1
YBL028C;0.06;0.06855;6.5825286677;8.83801176379616;8.73391617492752;1;0;0;0;0
YBL029W;-0.20063;-0.41243;7.2439359026;7.08956326099735;7.08956326099735;0;0;1;1;1
YBL031W;-0.92516;-0.93665;7.4148033505;6.69780058346515;6.77278506867517;1;0;1;1;1
YBL032W;-0.56536;-0.59958;9.5562094831;9.21319099598237;9.07640985221768;1;0;1;1;1
YBL039C;0.01693;0.04782;10.4356404135;9.96619884863308;9.95800138925397;1;0;0;0;0
YBL045C;0.20871;0.19191;11.5257234925;10.3752799614084;9.5464827434836;0;0;0;0;1
YBL052C;-0.04242;-0.01225;8.6276413452;7.1118109916244;6.80125427392407;1;1;1;1;1
YBL058W;0.24275;0.17457;10.8632066559;9.05234324348117;8.77681811457691;0;0;1;0;0
YBL059C-A;-0.0595;-0.01403;6.6585369514;7.81902975389709;7.51181533002915;0;0;1;0;0
YBL061C;-0.06255;-0.02336;9.1675933789;7.89171116692155;8.01577699440841;1;1;0;0;1
YBL063W;-0.82397;-0.80832;7.8130618877;7.39254776320925;6.81299546637068;1;1;1;1;1
YBL064C;-0.08977;-0.01478;10.9690319213;9.31538290883836;8.99495547951042;1;1;0;0;0
YBL067C;-0.15521;-0.28891;9.571346582;7.50991597245745;7.47257551081764;0;0;0;1;0
YBL069W;-0.00676;0.04358;8.7372083705;8.03875959651019;8.01225038661387;0;0;1;1;1
YBL071C-B;-0.04836;0.01941;5.9678302122;;;0;0;1;0;0
YBL078C;-0.14036;0.01928;8.4199339931;8.20281609318484;7.78324209442698;0;0;1;0;0
YBL079W;-0.33184;-0.32281;9.5491237612;8.13477071203496;8.1433924241951;0;0;0;0;1
YBL082C;-0.01861;-0.00349;9.3323891516;7.434024500033;7.29409506049874;1;0;1;0;0
YBL085W;0.0187;-0.02486;8.3315158607;8.0770266505981;7.83439230291044;1;0;1;0;1
YBL086C;-0.01755;-0.05902;6.6545067632;7.49477153950176;7.3569096525284;1;0;0;0;0
YBL091C;-0.05303;0.13721;11.8414321106;8.78333861340352;8.72619394319893;0;0;0;0;1
YBL093C;0.22823;0.34617;9.648282367;7.86827978334635;7.8768079675187;0;0;0;0;1
YBL095W;-0.07888;0.00087;9.8399130241;7.53702344824592;7.19575809421531;0;0;1;0;0
YBL098W;-0.13475;-0.2432;8.7238424732;8.12254888262826;7.9741878596646;1;1;0;0;0
YBL101C;-0.07064;-0.11221;8.8619291917;7.9942363211164;7.9756078786628;1;0;0;0;0
YBL107C;-0.23728;-0.18035;7.1990237554;7.45479301724523;7.31731095184056;0;0;1;0;0
YBL108C-A;0.013;0.00496;8.6058422279;;;0;0;1;0;0
YBL111C;0.03572;0.03222;8.0152077202;7.55451651798372;7.09945007274217;1;1;1;0;0
YBL112C;-0.00984;-0.04834;9.599741088;;;1;1;1;0;0
YBL113C;-0.04003;-0.11364;11.8673407058;6.78135962246999;6.78135962246999;1;1;1;0;1
YBR007C;0.00059;0.01883;7.6878177382;7.29347515205562;7.38211933404673;0;1;1;0;1
YBR008C;0.00092;-0.05757;8.322950799;7.83625033474127;7.83625033474127;1;1;1;1;1
YBR009C;0.19707;0.10231;14.0844988557;11.2042121342709;10.1351820268289;1;1;1;1;1
YBR010W;-0.08479;-0.03402;12.1384306409;11.0719149704418;9.49274379031981;1;1;1;1;1
YBR015C;0.14219;0.09984;10.792966715;8.94234916096304;8.86105171242734;1;0;1;1;1
YBR017C;-0.53317;-0.49309;10.39459462;8.53704914106103;8.46684768056774;0;0;1;0;0
YBR018C;-0.00236;0.03769;6.32990976;6.38167290060919;6.38167290060919;0;0;1;0;0
YBR023C;-0.04858;0.01717;10.9478715188;7.8297552433061;7.84160739584073;1;0;1;0;0
YBR025C;0.01146;0.01403;13.3563224118;10.6470637766525;10.5514728984783;0;0;0;0;1
YBR026C;-0.03266;0.02439;8.3654521922;9.46235989268389;9.14714964229564;0;0;1;0;0
YBR028C;-0.02492;0.05423;10.2179564941;7.97387738185686;8.07007902033946;1;0;0;0;1
YBR037C;0.00566;0.02464;9.8123130077;7.9785004117022;7.8106848961046;0;0;0;0;1
YBR041W;0.0205;0.11949;11.2295335121;8.64627106283711;8.40584373879814;1;0;1;0;1
YBR042C;0.04505;-0.00019;8.0678331439;7.60205409873437;7.58256315386794;0;0;1;1;1
YBR044C;-0.11987;-0.11411;7.2573735599;6.96405938673793;7.05413050570533;0;0;0;0;1
YBR046C;0.02802;0.04562;8.2821431005;8.75531358806434;8.424778836082;0;0;1;0;0
YBR052C;0.01012;0.02098;12.5074305443;9.17495576531942;8.86572906162817;0;0;1;0;0
YBR053C;-0.01342;0.08254;7.3664900721;8.76773372408763;8.71281656005564;0;1;1;0;0
YBR054W;-0.05337;0.01715;9.0377201798;8.93175655114951;8.60788989172434;1;1;1;1;1
YBR056W;-0.00157;0.04584;9.9581065338;9.41869703527625;8.71210186371566;1;0;1;0;0
YBR059C;-0.74316;-0.84862;10.4722754639;8.45172063289429;8.30857149038269;0;0;1;0;0
YBR066C;-0.00893;0.06993;8.4559502951;6.99069829540131;6.99069829540131;1;0;0;0;0
YBR067C;0.00964;0.06702;9.2851503855;9.70620967546492;9.57287458748444;1;1;1;1;1
YBR069C;0.04383;0.01018;7.01033736;8.43017551055256;8.13857801762303;1;1;0;0;0
YBR071W;-0.03361;-0.00822;9.3486669085;7.47133751351398;7.37762273014848;1;1;1;1;1
YBR072W;0.02402;0.01508;11.2319992684;12.2132315564209;9.88883856241881;1;0;0;0;0
YBR073W;0.02641;0.04024;9.8487469019;8.05821993663776;7.83263122925061;1;1;1;1;1
YBR074W;-0.3216;-0.34596;10.2786521335;8.09018551548913;8.11575323668921;1;0;0;0;0
YBR077C;0.04645;0.04389;8.0560013568;8.33212506513059;8.27063326511429;0;0;0;0;1
YBR078W;0.1448;0.11705;13.4454558512;9.99003390546956;9.8979478185315;1;0;1;0;1
YBR081C;0.42684;0.29388;9.8432977115;7.90823884314064;7.74930164902955;0;0;0;0;1
YBR082C;0.14352;0.06849;10.5206819911;9.80015895515204;9.55902792875369;0;0;0;0;1
YBR083W;-0.04272;-0.02797;9.5721009816;7.92764459968841;7.04873252371851;1;1;1;1;1
YBR085C-A;-0.00057;-0.04629;10.4071979165;10.2000019559628;9.81186499298529;0;0;1;1;0
YBR085W;0.09339;-0.01987;8.0779057978;8.73163006573307;6.98471632011827;0;0;0;0;1
YBR086C;-0.13434;-0.15706;11.0555266591;8.71921477983491;8.32448094501962;1;1;1;1;1
YBR090C;-0.01384;0.03423;7.1153372315;9.19336947073371;9.16163709465709;0;0;1;0;0
YBR092C;-0.03865;-0.02418;9.5463639753;8.68624101034199;8.25263599941493;1;1;1;1;1
YBR093C;-0.10869;-0.00784;8.9112688978;8.22953138545066;7.49164898658572;1;1;1;0;0
YBR094W;0.01801;-0.01387;9.0108711617;8.20233654358869;8.01344860379182;1;1;0;0;1
YBR098W;0.05498;0.04503;7.3252630498;6.45048320873681;6.3011904077529;0;0;0;1;1
YBR101C;0.05063;0.05656;7.7462566984;9.4256466556616;9.1265002831604;0;0;0;0;1
YBR103W;-0.53951;-0.59112;9.2414199865;7.53934514000797;7.62447592677812;1;0;1;0;1
YBR104W;0.00219;-0.01027;9.353101402;7.99787567134625;7.3323450965766;0;0;1;0;1
YBR106W;-0.53111;-0.50269;12.2413312275;10.4277700288159;10.3355039834335;0;0;0;0;1
YBR107C;-0.08513;-0.04956;7.1263168547;7.57059154465878;7.42139433541778;0;0;0;0;1
YBR108W;-0.05944;-0.01322;8.4140225537;7.43324327855382;7.16249512486727;0;1;0;0;0
YBR111W-A;0.04165;0.13913;6.1107353506;8.33200450427129;7.8847781689199;0;0;1;0;0
YBR112C;0.12416;0.42962;8.722203504;8.6921776020367;8.59484049632923;1;0;0;0;0
YBR114W;0.02618;0.00099;7.5969417551;6.07267830111299;5.8664680569333;0;0;0;0;1
YBR125C;0.01817;0.06074;8.8351889827;7.32921179696555;6.90610694397121;1;0;0;0;0
YBR126C;0.13957;0.15501;11.9551979438;10.3326612899902;9.93016730987252;1;0;1;0;0
YBR129C;-0.10513;-0.0382;8.0545269695;7.67351022632335;7.79267158415624;0;0;1;0;0
YBR130C;-0.01934;-0.01175;7.8141886314;8.37146899178215;8.24959393041982;0;0;0;1;0
YBR133C;-0.03634;-0.00621;8.3607798618;7.36286366880245;7.53720564012763;1;1;1;0;1
YBR137W;-0.01686;0.01094;7.2045398838;8.65348735712311;7.78414995474518;0;0;0;0;1
YBR138C;-0.11237;-0.08609;6.6243865499;5.90126627918983;5.90126627918983;1;1;0;1;1
YBR139W;-0.00072;0.12744;13.0105451391;8.63275172720872;8.43501161041322;1;1;1;1;1
YBR149W;0.01172;-0.01986;12.0097149455;9.85418537526788;9.58144773680964;1;0;0;0;0
YBR150C;-0.00215;-0.07688;7.4737160242;7.41746366899514;6.65801104587075;0;0;0;0;1
YBR151W;-0.04305;-0.04478;11.1266647366;8.55022684267037;8.36392299416045;0;0;0;0;1
YBR156C;0.00792;-0.09097;8.057241913;5.77623831296726;5.70877001616724;0;0;1;0;0
YBR157C;-0.43532;-0.50828;8.7884752692;7.21198011614551;7.21198011614551;1;1;1;1;0
YBR158W;-0.22231;-0.14349;10.7518644657;7.38214330880834;7.42801497363015;1;1;1;1;1
YBR161W;0.00071;0.05548;8.976825403;8.01144947204231;7.16974509916769;1;1;1;1;1
YBR162C;-0.01097;0.0062;14.2234875284;8.97542637558085;8.64705503314026;1;0;1;1;0
YBR163W;-0.02509;-0.00075;8.1700623267;7.47687696370816;7.42654907239731;0;0;0;0;1
YBR170C;0.07721;0.14814;8.9767935266;8.74141212241387;8.42636124893488;0;0;0;0;1
YBR172C;-0.00147;-0.03316;9.51629669;8.37093865394137;8.26271902861986;0;0;0;0;1
YBR179C;-0.21021;-0.19197;6.5573597722;7.48413243927006;7.47998174904789;0;0;1;0;1
YBR180W;0.07426;0.06551;6.0623417777;;;0;0;1;0;0
YBR183W;-0.01971;0.05305;9.9088957361;6.62118540597878;6.62118540597878;1;0;1;0;0
YBR184W;-0.00378;0.00266;6.830820604;6.26909628370626;6.26909628370626;1;0;1;1;1
YBR186W;0.01539;0.00295;6.0406285455;;;0;0;1;0;0
YBR187W;0.05088;-0.01522;12.3383697945;7.71703505214871;7.58967036778988;1;0;1;0;1
YBR195C;-0.24185;-0.26538;9.3490562335;7.78867878545129;7.60972986913732;0;0;0;0;1
YBR199W;-0.03837;-0.00602;11.5083062302;8.44806601459545;8.53581310452853;0;0;0;0;1
YBR200W;0.07234;0.0522;8.0530030753;8.00440391367816;8.02151716637215;1;1;1;1;1
YBR201W;-0.00877;0.0066;8.7949741974;6.31562851791916;6.25797342699335;0;0;1;0;0
YBR204C;0.07128;0.0187;8.2264620732;7.76467585279407;7.39597137765802;0;1;1;0;1
YBR205W;-0.0054;0.05706;9.2403877989;8.32857046242849;7.77175162312092;0;0;0;0;1
YBR208C;0.0187;-0.04856;12.2723393738;8.91976199925054;8.64429634128479;0;0;1;0;0
YBR213W;0.07704;-0.01493;9.2559184556;7.92961535543651;7.66051440878245;0;0;0;0;1
YBR214W;0.02253;0.01085;8.6793970794;8.91471758900556;8.54952882851655;0;0;1;0;0
YBR227C;-0.21199;-0.20191;8.3233147092;8.36006955892521;8.17845802066349;0;0;0;0;1
YBR229C;0.02911;0.03642;9.2422343707;7.83318585670091;7.90810674879323;0;0;0;0;1
YBR230C;-0.09876;-0.14914;8.255570766;8.74283407279971;8.68629524473509;1;0;0;0;0
YBR233W;-0.79389;-0.77664;7.5455242907;7.7010997425162;7.29700490623764;0;0;0;0;1
YBR241C;-0.11159;-0.07772;9.724254567;7.82829309056864;7.86011391731799;0;0;1;1;0
YBR242W;0.03948;-0.00958;7.6342556046;8.0687029413882;7.87716509646373;1;1;0;1;0
YBR244W;0.08477;0.05941;7.9694550803;9.17241681620991;8.83511306788676;0;0;1;0;0
YBR245C;0.07362;-0.00911;9.9817238395;8.4964332846151;8.24428730203984;0;0;0;0;1
YBR246W;-0.00317;0.06499;8.8737065937;7.6383315620459;7.54083446936274;0;0;0;0;1
YBR255W;0.02639;-0.04453;7.4534785638;6.77149183206409;6.65358950805222;0;0;0;1;1
YBR258C;-0.02854;-0.01802;7.5453697369;7.71865096750073;7.78780983349168;0;0;1;0;1
YBR260C;-0.06484;-0.02999;7.2741867671;8.11510672367754;8.15580935795843;0;0;0;0;1
YBR267W;0.17757;0.15008;9.3060207977;8.41694714381682;8.41437122741436;1;0;0;1;0
YBR272C;0.03685;0.03607;8.583926555;7.8179513395746;7.73025133572835;0;0;1;0;0
YBR273C;-0.90736;-0.85569;10.1972491044;8.19845709500218;8.12511524354792;0;1;0;0;1
YBR275C;-0.21612;-0.16179;8.6143416125;7.22799509421204;7.18151830527223;1;0;1;1;1
YBR276C;0.00946;-0.01573;11.3222989919;7.16628472592764;6.29526600143965;0;0;0;0;1
YBR278W;-0.0546;-0.05273;8.4486936135;7.29209015996663;6.93147180559945;0;0;1;0;0
YBR279W;0.3501;0.36497;8.5995805126;8.66568127761858;8.56254833443612;0;0;1;0;1
YBR281C;-0.00071;-0.04551;9.157011995;8.21668856453225;8.05082983792065;0;0;0;0;1
YBR287W;0.04282;0.00677;11.926814893;7.90638883642993;7.81384538696981;1;1;0;0;0
YBR288C;-0.00686;0.00423;9.7939615388;7.93341222064343;7.80278131288768;0;0;0;0;1
YBR289W;0.00339;-0.00942;8.1329967801;7.94949123074136;7.57865685059476;0;0;1;0;1
YBR290W;-0.16462;-0.1137;9.2255346477;7.61884246381045;7.66829667943068;0;0;0;0;1
YBR291C;0.03972;0.00778;11.0019417787;7.97251855885136;7.63453703540121;0;0;1;0;0
YBR295W;-0.0016;0.02729;9.3963938331;7.32778053842163;7.32778053842163;0;0;1;0;0
YBR296C;0.0042;0.06779;7.0843641881;7.6779048867873;7.6779048867873;1;1;1;0;0
YCL001W;0.08302;0.03156;10.1285442247;8.20557704533029;7.99201664962743;0;0;1;0;1
YCL005W;0.09021;-0.01645;8.5722804183;7.63662514286379;7.29111820777383;0;0;1;0;0
YCL008C;-0.06865;-0.12729;8.2624944345;7.14313950421212;7.02864459625759;0;0;0;0;1
YCL014W;-0.05492;-0.06895;9.0403351238;7.84051092685292;7.69953066480755;1;1;1;1;1
YCL016C;0.05431;-0.00169;8.6338292318;7.48495670307351;7.38289885342443;0;0;0;0;1
YCL018W;0.95759;0.94589;12.9259686714;11.0044437317029;9.41697343337039;1;0;0;0;0
YCL024W;-0.07504;-0.06438;8.0327419167;7.22889183821141;7.47001951268235;1;1;1;1;1
YCL025C;-0.08071;-0.15586;7.4988601202;10.2140146458415;8.29697917747729;0;1;1;0;1
YCL026C-A;-0.01611;0.08812;6.3738773129;7.10153445104627;7.10153445104627;0;0;0;0;1
YCL027W;0.02792;0.03368;6.3186060312;7.77614236240045;7.77614236240045;1;1;1;1;0
YCL028W;-0.42634;-0.56822;11.2239718465;9.26333423962737;8.71927447076451;0;0;0;0;1
YCL029C;-0.73066;-0.85806;6.7926075615;7.56361449412765;7.51225527347591;0;0;0;0;1
YCL030C;0.03783;0.00754;12.513257201;11.2161925384993;10.4354804629973;1;0;0;0;0
YCL033C;-0.08513;-0.04646;8.5495373576;8.3940968927995;7.91135096237371;0;0;0;0;1
YCL034W;0.07605;0.08715;6.9587937361;8.37939890903625;8.21844261783002;0;0;1;0;0
YCL038C;0.01949;-0.03082;8.8759087815;6.97370185771461;6.97370185771461;0;1;0;0;1
YCL040W;0.04604;0.01205;13.28246827;10.3953040729034;9.9378425465485;1;1;1;1;0
YCL047C;-0.00147;0.03825;8.5754175085;7.91758481272502;7.93197710832405;0;0;0;0;1
YCL055W;-0.09005;-0.01743;7.970525806;7.45690744217414;7.53538881487419;0;1;1;0;0
YCL056C;-0.33322;-0.26007;8.1990855656;7.28938067418528;7.28938067418528;0;0;0;0;1
YCL061C;-0.04788;-0.02474;8.2588775712;7.26742881148412;7.17137953101354;1;1;1;1;1
YCL063W;-0.02571;0.023;7.1874308557;6.94819265470584;6.94819265470584;1;1;1;1;1
YCL064C;-0.03611;-0.01859;7.7386861337;9.43628717571329;9.01589323985168;1;0;1;0;0
YCL067C;-0.05071;0.03863;7.4867751961;6.54675682306674;5.96119011539781;1;0;0;0;0
YCR002C;0.17529;0.16507;10.8386643602;9.17218304719888;8.8757451944368;1;1;0;0;1
YCR004C;-0.20771;-0.19542;11.9346367836;9.61699294482335;9.3460671288101;1;0;0;0;0
YCR005C;-0.01634;-0.04351;10.9660095608;8.50162267887808;8.67228863460938;1;0;1;0;1
YCR014C;0.10857;-0.0378;7.0126199385;6.82436268644893;6.3783240010845;0;0;0;0;1
YCR018C;0.05489;-0.00704;6.2340670535;7.4824091041668;7.4824091041668;0;1;0;0;0
YCR019W;0.02891;0.01611;8.6184931811;8.31065230166595;6.83386051356476;0;0;1;0;1
YCR021C;0.00056;0.12955;6.995668243;8.77942568082954;8.41185830949503;0;0;1;0;0
YCR023C;-0.05958;-0.06587;7.8757362881;7.20328381635021;7.20435967029673;0;0;0;0;1
YCR024C;0.07671;0.03612;7.639659953;7.49148575893921;7.31397224639967;0;0;0;0;1
YCR024C-A;0.10696;0.09821;10.8016913641;11.2487304743758;11.15057766071;1;1;0;1;1
YCR027C;0.04326;-0.04759;9.1053686414;8.02723978395137;7.70871238999399;0;0;0;0;1
YCR030C;-0.13663;-0.27966;10.9462086483;8.8523642733641;8.84456642644234;0;0;0;0;1
YCR033W;-0.28695;-0.3089;10.0429088613;7.2801147623531;7.45559444296925;0;0;1;0;1
YCR034W;-0.37337;-0.32372;11.2398019331;9.12679946441117;9.26675602653266;1;0;1;0;0
YCR037C;0.02366;0.08057;7.7438090336;7.33488174963505;7.08750618667583;1;0;0;0;1
YCR038C;0.0932;0.13437;8.1130568591;6.98506371025379;6.98506371025379;0;0;0;0;1
YCR039C;-0.73305;-0.51698;9.2822558125;5.80910055227197;5.80910055227197;1;0;0;0;0
YCR040W;-0.01191;-0.0685;8.1142993325;7.02936570111097;7.02936570111097;0;1;0;0;0
YCR041W;0.36358;0.37439;11.6204005186;;;1;1;0;0;0
YCR042C;0.13413;0.19931;7.7797363245;7.51981923958751;7.39434979923165;1;1;1;1;1
YCR043C;-0.00409;0.02303;8.0298436626;8.38082638572739;8.38674232790704;1;0;0;0;1
YCR046C;0.05026;-0.0133;8.4744487056;8.43795128108398;8.14923810097439;0;0;1;0;0
YCR047C;0.28599;0.15055;9.1820262821;8.37301575019927;8.30635248242601;1;0;0;0;0
YCR060W;-0.04945;0.01157;8.9062561988;8.4374076149745;8.03490918341936;0;0;1;0;1
YCR065W;0.03338;0.10115;9.4271989468;7.33566669559815;7.05643419600138;1;1;1;1;1
YCR069W;0.00757;-0.04358;10.7674286766;7.26086372388387;7.32217212866968;0;1;1;0;0
YCR073C;-0.86245;-0.88782;6.2575896492;4.8117777686622;4.8117777686622;0;0;1;0;1
YCR073W-A;-0.02027;0.08618;10.6811580887;9.46005159678141;8.66361988550604;0;0;0;0;1
YCR075C;0.05667;-0.02063;9.4473334367;;;0;0;1;0;1
YCR083W;0.02034;-0.04842;7.6764841015;9.53969117343222;8.88496746621903;0;0;0;0;1
YCR084C;0.75953;0.65485;11.0874657451;9.23815199605201;9.18743341257047;1;0;1;0;1
YCR086W;0.01327;-0.01906;7.9520125192;7.88426662784698;7.78724665570153;0;0;1;1;1
YCR089W;-0.02617;-0.26231;9.1917039416;;;1;0;0;0;0
YCR090C;0.02095;0.0168;8.1051174406;8.18505799118934;8.20780044419747;1;0;0;1;0
YCR094W;0.10974;0.04136;9.4161417137;7.46793920980547;7.54971740775042;0;0;0;0;1
YCR095W-A;0.00461;0.07298;5.8746089368;;;0;0;0;1;0
YCR096C;-0.53982;-0.45258;9.4778834242;5.16921557388661;5.16921557388661;1;0;0;0;0
YCR098C;-0.01403;0.06028;6.2570783091;;;0;0;0;1;1
YCR099C;0.02624;-0.00805;6.7249370689;;;0;0;1;0;1
YCR100C;-0.00632;0.00477;6.3914252251;7.23085489919831;7.23085489919831;0;0;1;0;0
YCR104W;-0.03415;0.02095;8.4604150891;;;0;0;0;0;1
YCR107W;-0.02047;0.012;9.3227670024;8.08945844204185;8.08945844204185;0;0;1;0;0
YDL002C;0.1336;0.12628;7.8347412345;7.94281273374281;8.01135196139902;0;0;0;0;1
YDL005C;-0.0309;0.00683;8.2168199317;8.45594508090252;7.99588251451305;0;0;0;0;1
YDL006W;0.13123;0.11352;9.4241706305;7.89744670341133;7.32646561384032;0;0;0;0;1
YDL009C;0.02476;0.0209;6.0599618309;;;1;0;0;0;0
YDL010W;0.05069;0.06588;8.5344172048;7.94348714274134;7.80522702009197;0;1;1;1;1
YDL012C;-0.01624;0.02199;10.3141545096;9.44804887375565;8.00229762449359;0;0;0;0;1
YDL018C;-0.02616;-0.06538;9.9298219709;8.11500578485648;8.14371173184783;1;1;1;1;1
YDL019C;-0.08458;-0.1044;10.2601935432;8.19529118780569;7.99986459264409;0;0;1;0;0
YDL022W;-0.01213;0.06365;12.788020063;10.474467422706;10.1743800454207;1;0;1;1;0
YDL025C;-0.21792;-0.16462;8.6315463392;8.025019657651;8.08831504275044;0;0;1;0;0
YDL027C;-0.21579;-0.27064;7.5063024809;7.32378492800641;7.20646204911107;1;0;1;0;0
YDL037C;-0.04966;-0.02994;6.8326248413;;;1;1;0;0;0
YDL039C;0.01935;-0.01427;6.1955855928;;;1;1;0;1;0
YDL040C;0.06166;0.07326;10.0900209163;9.15893383379077;9.0357476565534;0;0;0;0;1
YDL044C;0.01408;0.03787;7.4107106985;7.64018511856299;7.59674321328193;0;0;0;1;0
YDL048C;-0.35422;-0.25566;6.2671108616;7.33751112821403;7.33751112821403;1;1;0;0;0
YDL049C;-0.02776;-0.03751;7.9659959269;;;0;0;0;0;1
YDL052C;0.06486;0.03257;10.8505033208;9.21016349021831;9.07019388667927;1;0;0;0;1
YDL056W;-0.05453;-0.07991;8.1138506443;7.20585476657322;7.24023660318982;1;0;0;0;1
YDL057W;0.09346;0.01789;7.4667452431;6.97774101686808;7.07692003019928;0;0;1;0;0
YDL063C;0.02238;0.09204;7.8322691886;7.96854277588171;8.01112151260972;1;0;0;1;0
YDL066W;0.01955;0.03251;11.6541536377;10.0962125717053;10.0484559890519;0;0;0;0;1
YDL069C;0.0357;0.01647;7.1223772598;6.07514254528968;6.32076829425058;0;0;0;0;1
YDL070W;0.06521;0.08985;10.0117907922;7.76458373388839;7.77244487905708;0;0;0;0;1
YDL073W;0.12308;0.09269;8.7316169041;6.23496800122482;5.90870446972642;0;0;1;0;0
YDL074C;0.07997;0.17275;9.4061205732;8.40399585741114;8.14525956651687;1;0;0;1;1
YDL076C;-0.01156;0.07063;8.1088794578;7.83496807225173;7.77279308851366;0;0;0;0;1
YDL077C;-0.06583;0.00291;7.8999794295;7.38755905581608;7.20537442264595;0;0;0;0;1
YDL078C;0.03151;0.06423;11.4816054881;9.76310452167287;9.18837029104046;0;0;0;0;1
YDL089W;-0.27899;-0.33733;8.5887488618;7.51690559480865;7.06088822771967;1;1;1;0;1
YDL091C;0.00144;-0.05739;9.4226330609;7.22609692259084;7.21240859405376;0;0;0;0;1
YDL093W;0.03761;-0.01628;8.4130371873;6.29198380104089;6.40632516468566;1;1;1;1;1
YDL095W;-0.05292;-0.01097;10.0283622816;9.06721898211361;8.56227227594603;1;1;0;1;1
YDL099W;0.04106;0.03989;9.3676781775;8.64777763461671;8.34309945938455;0;0;1;0;1
YDL100C;0.02773;0.03366;11.1562881759;9.76616709814064;9.75846178048587;0;0;0;0;1
YDL101C;-0.04103;0.02011;8.7055986718;7.70634082626065;7.45551763351105;1;1;1;1;1
YDL112W;-0.12849;-0.18248;9.9801707087;8.19012138896507;7.87313214847776;1;0;0;0;0
YDL113C;-0.13161;-0.14107;7.8598344298;7.74263548844557;7.67765242329752;1;0;1;0;1
YDL114W;0.08389;0.00767;5.9986574395;6.95740230361415;6.95740230361415;1;0;0;0;0
YDL117W;-0.07693;-0.02378;10.4343248104;7.27535839382357;7.32317351680784;0;1;1;1;0
YDL119C;-0.01989;0.02243;7.889998684;7.31656234638383;6.96011986984828;0;0;1;0;1
YDL123W;-0.19939;-0.27486;8.9113728645;8.73518073349116;8.58245431733494;0;0;1;0;0
YDL124W;-0.04196;0.00715;11.294281892;10.7492720208912;10.0105610614277;1;0;1;0;0
YDL127W;-0.0678;-0.14132;7.0370618372;7.95392929289657;7.95392929289657;1;1;1;1;0
YDL128W;-0.05597;0.02478;12.2247895842;8.71743608346114;8.11742906991765;1;1;0;0;1
YDL130W;0.05541;-0.01063;15.3188211919;11.7528617187217;11.686990438241;0;0;1;0;0
YDL130W-A;0.0246;0.00013;7.8632391457;8.96830872257091;8.80999973821072;0;0;1;0;0
YDL137W;-0.8917;-0.79309;12.8035165506;9.82830299604597;9.21753847939867;0;0;1;0;0
YDL138W;0.00077;-0.00983;8.4708066205;7.13238815550669;7.13238815550669;1;1;1;1;1
YDL144C;-0.07686;-0.12452;10.3135423899;8.65515618808331;7.92304002313675;0;0;0;0;1
YDL149W;-0.04956;0.0436;8.4815431;6.60262086928833;6.64277815102045;0;0;1;0;0
YDL154W;0.04448;-0.00743;6.7659761987;;;0;0;1;0;1
