Array.ORF;rep1;rep2;FY5;log.mean.mol;log.median.mol;Pramila.Hits;Spellman.Hits;Orlando.Hits;Granovskaia.Hits;Kelliher.Hits
YDL155W;-0.82314;-0.8975;9.5485366199;6.98965178146673;6.79346613258001;1;0;1;0;1
YDL156W;-0.11079;-0.02757;6.2206232619;7.64334755379465;7.52282693151729;1;1;1;1;1
YDL157C;-0.02113;-0.12958;9.8634659972;7.46010117720647;7.33446437037345;1;1;1;0;1
YDL160C;-0.26635;-0.21017;8.7495114698;9.57503274568595;9.45421669364869;0;0;1;0;1
YDL161W;-0.58988;-0.58146;10.4878377521;8.35982906409396;8.20756085495661;0;0;1;0;1
YDL168W;-0.01135;-0.01693;10.6486953664;9.14686915336028;9.03240916348352;0;0;1;0;0
YDL169C;-0.00836;-0.08088;8.7780163133;7.07345140388317;7.07345140388317;0;1;0;0;0
YDL173W;-0.08811;-0.05621;11.1365337116;8.40664262067779;8.38381187477861;0;0;0;0;1
YDL177C;-0.06352;-0.00566;7.401177816;7.31588279059332;7.19511435492016;1;0;0;0;0
YDL178W;-0.00914;-0.05296;9.9703600788;8.92538946865233;8.88553134898345;0;0;1;0;0
YDL179W;-0.10964;-0.11668;9.5748428768;6.96665404810255;6.96665404810255;0;1;1;1;0
YDL180W;-0.08344;-0.05308;9.7275614091;7.06486446046485;6.72156344021015;0;1;0;0;0
YDL181W;-0.02666;-9e-05;10.9299589563;9.38444089517855;8.43020084771612;0;0;1;0;0
YDL182W;0.02126;0.05475;12.4178847037;10.6195518115099;9.96448857409353;0;0;1;0;0
YDL197C;-0.65573;-0.72556;7.617095649;7.12246335147525;7.12246335147525;1;1;1;1;1
YDL206W;-0.05022;-0.09723;8.3399454586;6.91891039015622;7.02789348063131;0;0;0;0;1
YDL210W;0.00106;0.00477;6.6776065774;;;0;0;1;0;0
YDL211C;0.05596;0.13775;8.5393977627;7.71097910669367;7.67409901510655;0;1;1;1;1
YDL213C;-0.02112;0.00317;8.3095977226;8.69331210736924;8.56041238240602;1;0;0;0;0
YDL219W;0.04169;-0.01386;6.9554756564;8.82582881275055;8.43598313599069;0;0;0;0;1
YDL224C;-0.82184;-0.78274;9.6824911184;8.08913691050241;8.02905676469288;0;0;1;0;0
YDL225W;-0.17849;-0.20072;8.6168207454;8.76366345069295;8.58769828759529;0;0;0;0;1
YDL227C;-0.01543;-0.02092;8.7142736363;;;1;1;1;1;0
YDL230W;-0.02055;0.03185;9.1899928169;7.94540098835338;7.78089816892281;1;0;0;0;0
YDL233W;-0.06568;0.04909;6.9593905265;6.8830894816517;6.91770560983531;0;0;1;0;0
YDL234C;-0.14296;-0.08175;8.2557734015;7.77996109498246;7.71570501288319;1;0;0;0;0
YDL236W;0.05638;0.00068;7.7865942151;9.14271200675228;9.07936059854664;0;0;0;0;1
YDL237W;-0.02359;0;11.1125267421;8.94772828484057;8.73735943799407;0;0;0;0;1
YDL240W;-0.53453;-0.50519;8.0565883786;7.37642288552869;7.21188840766793;0;0;1;0;1
YDL247W;0.03447;-0.05078;6.3350046939;9.17931793025768;9.17931793025768;0;0;1;0;0
YDL248W;0.01802;-0.04027;11.1834766917;7.07882279584236;7.0061954779139;1;0;0;0;0
YDR001C;-0.06879;0.0314;8.5210017765;8.70106264160042;8.52127227513079;1;1;1;0;0
YDR004W;0.026;0.00396;8.3032818099;7.68709097875268;7.05340912200281;0;0;1;0;1
YDR011W;-0.0539;0.04355;10.2762654481;8.35590760746226;8.31758674004805;1;1;0;0;0
YDR014W;0.02115;0.02172;6.1507470724;7.14307572216143;6.74300357056771;0;0;1;0;0
YDR017C;-0.25356;-0.24727;8.8071503044;8.08691585976133;7.94049788337607;1;0;0;0;0
YDR018C;0.00939;0.06357;6.7872595608;7.06060420371467;7.06060420371467;0;0;1;0;0
YDR019C;-0.00433;0.06295;10.6548952716;9.71294944992966;9.34192596947731;1;0;1;0;0
YDR020C;-0.0834;0.02621;7.7688204165;7.9104445002246;7.94673068465922;0;0;0;1;0
YDR025W;0.24383;0.19792;14.7960618957;11.4010443100512;11.0008257971434;0;0;0;0;1
YDR027C;0.13415;0.16169;9.0461987357;7.62933294016146;7.7506235688417;1;0;0;0;1
YDR033W;-0.06345;-0.20352;13.7412606235;10.4578781160352;10.0203507730448;1;1;0;1;1
YDR034C-A;-0.02573;0.04681;7.064177314;;;0;0;1;0;0
YDR038C;0.0206;-0.00606;9.0088366875;8.04973387525411;7.67487563872349;1;0;0;0;0
YDR039C;-0.06685;-0.0027;11.1979368076;7.9087084400803;7.80308398476938;1;0;0;0;0
YDR042C;-0.03537;-0.00359;6.3078269399;7.17695306653378;7.17695306653378;0;0;1;0;1
YDR049W;0.02887;0.08233;9.4028970713;7.94856870675881;8.03455425008666;1;0;0;0;1
YDR055W;0.09084;-0.01319;11.6353864107;8.48304857946402;8.23274252903848;1;1;1;1;1
YDR061W;-0.01041;-0.03937;8.673826552;8.14995112466802;8.1380791850189;0;0;0;0;1
YDR065W;-0.01813;0.02406;7.9098331692;7.12700831995745;7.28856959720693;0;0;0;0;1
YDR072C;-0.00688;-0.01506;10.8915491338;7.04990191370196;7.27655640271871;0;0;0;0;1
YDR074W;0.59667;0.61336;11.0614848948;9.83972109029687;9.71460842322589;1;0;1;0;0
YDR075W;0.05206;0.07768;8.3741542021;7.42223128271582;7.45623873161481;0;0;0;0;1
YDR077W;0.03806;0.08927;12.5577825444;10.0734750049975;8.67834397352305;1;1;1;0;1
YDR078C;0.04423;0.02915;6.8940389494;;;0;0;0;0;1
YDR080W;-0.05043;0.04692;7.7579669184;7.4130043939868;7.47938943176114;0;0;1;0;0
YDR083W;0.00133;-0.01553;8.247402522;8.29816858593938;8.27775320138812;0;0;0;1;0
YDR085C;0.03194;0.01103;7.983800222;5.79539681864556;5.79539681864556;1;1;0;0;0
YDR089W;0.01126;0.00217;10.9359134;7.75956442505311;7.57133745392674;1;1;1;1;1
YDR090C;-0.01139;0.05695;9.9558318195;7.91562616700701;7.84371890736989;0;0;0;0;1
YDR092W;-0.02;0.03309;9.4357822854;8.8268498751047;8.89081634104919;0;0;0;0;1
YDR097C;-0.02214;-0.0136;9.9980651031;7.98962847707869;7.93480041932261;1;1;1;1;1
YDR103W;0.03081;0.03442;8.9760538643;7.30145382295237;7.47647238116391;0;0;1;0;0
YDR107C;-0.03618;-0.01956;9.3102588121;7.32208992270432;7.05773116280691;0;0;1;0;1
YDR108W;0.03161;0.02688;7.0823255301;7.50770675512696;7.09538533577743;0;0;1;0;0
YDR114C;0.11127;0.09131;6.3933576415;7.07274114056949;7.07274114056949;0;0;0;0;1
YDR115W;0.06698;0.10588;10.2492921673;7.54925864466785;7.13775794866751;0;0;1;0;0
YDR117C;-0.34355;-0.29248;8.5389664667;8.52598163575144;8.58926922448655;0;0;0;0;1
YDR122W;-0.1894;-0.31421;8.8804293734;7.99366537563498;7.84113150488469;0;0;1;0;1
YDR124W;-0.40094;-0.47885;6.5816349791;8.9571455810205;8.9571455810205;1;0;0;0;0
YDR130C;-0.34634;-0.2161;7.8809249698;6.77516984178064;6.93401607741367;0;1;1;1;1
YDR137W;0.02931;0.01406;9.0309559915;7.38778031229079;7.39639564592131;0;0;1;0;0
YDR139C;0.00399;0.02123;9.0586729322;7.89639319119363;7.386387145456;0;0;1;0;0
YDR140W;-0.13296;0.05014;7.8959611558;7.53827055854214;7.4318919168078;0;0;0;0;1
YDR144C;0.0488;-0.07198;9.0548291129;7.79815443945089;7.05012699150779;1;1;1;0;0
YDR146C;-0.36583;-0.3982;10.2876895825;7.50402136019463;7.07218783558657;1;1;1;1;1
YDR147W;0.01802;0.06698;7.3104181715;7.67459718725243;7.55066124310534;1;0;1;1;1
YDR150W;0.08646;0.08907;10.2838737544;8.89544395097395;8.21051642124498;1;1;1;1;1
YDR153C;-0.05887;-0.01652;9.2941726386;8.57373150970557;8.62899102715809;0;0;0;0;1
YDR162C;0.08893;0.09078;8.5984837082;8.12065841813574;7.81510982635434;0;0;0;0;1
YDR163W;-0.00521;-0.00454;7.6489380047;7.95569710274006;7.94692253024249;0;0;0;0;1
YDR171W;-0.01415;0.15654;10.4334825397;9.07502656706188;8.96059613886479;1;0;1;0;0
YDR178W;0.02704;0.00245;10.7099032792;8.13283947277108;7.95496368237961;0;0;0;0;1
YDR179C;0.05249;0.06232;6.0949062131;7.1028037829498;6.82108638796426;1;0;1;0;1
YDR179W-A;-0.1408;-0.13293;7.981061726;6.04774986010141;5.55682806169954;0;0;1;1;1
YDR181C;0.03645;0.00031;8.616231677;6.83327111645278;6.57705921234338;0;0;0;0;1
YDR182W-A;0.0431;-0.0049;6.8736300585;;;0;0;0;0;1
YDR183W;0.00901;0.04468;6.776919509;7.30113999208509;7.35592207975809;0;0;1;0;1
YDR191W;-0.06225;0.01366;7.53260427;7.21703651836685;7.14719816565833;1;1;1;1;1
YDR198C;0.03977;0.02138;6.9728430207;7.37518900522126;6.36769679884081;0;0;0;1;0
YDR200C;0.01844;0.0644;7.2151221908;6.7346729004725;6.83097758806024;0;0;0;0;1
YDR202C;0.0261;0.00218;8.1985176255;7.7125324445923;7.61579107203583;0;0;0;0;1
YDR204W;-0.04161;-0.01237;8.0659786258;7.69127363944459;7.81924551668609;0;0;1;0;0
YDR207C;-0.17971;-0.67015;7.1405679338;7.02290987899726;7.08953813908973;1;0;0;0;1
YDR214W;0.02283;-0.07405;11.3227499523;9.7172810569626;9.53387181245744;0;0;0;0;1
YDR216W;-0.08895;-0.03341;7.2321819639;7.52505955200149;7.36292000624773;0;0;1;0;0
YDR217C;0.02727;-0.03408;7.9431152358;6.95637240107914;7.15383380157884;0;0;0;0;1
YDR218C;-0.01189;0.01478;5.9711531752;;;0;0;1;0;0
YDR219C;-0.05352;-0.00878;8.1666276624;7.33677007586214;7.43253420758827;1;0;1;1;1
YDR221W;-0.00643;0.02957;7.9373828447;8.09846710889777;7.84284416663096;0;0;0;0;1
YDR222W;0.07121;0.01429;9.9188029479;7.66095230277423;7.11052661701567;1;0;1;0;1
YDR223W;-0.05762;-0.0852;6.2056846148;;;1;0;0;0;0
YDR225W;-0.00116;0.02765;13.7096786301;9.95027744835261;9.56990240391188;1;1;1;1;1
YDR226W;0.20084;0.21601;14.0448293891;11.355483826872;10.9350143291261;0;0;0;0;1
YDR227W;-0.00992;-0.1648;6.8453336774;7.58675531268515;7.27672931105209;1;0;1;1;1
YDR234W;0.10237;0.17616;12.2651779664;9.37362312199663;9.0780235814488;0;0;1;0;0
YDR239C;0.01489;0.01429;7.9885685694;7.33908690090004;7.18891760590884;0;0;1;0;0
YDR245W;0.08164;0.13872;11.0793913743;8.35631104179046;8.06745277262426;1;0;1;0;1
YDR247W;-0.04459;-0.07282;6.6561406246;7.18714452528275;6.66440902035041;0;1;0;0;0
YDR248C;0.03126;-0.04063;7.9955971111;8.48181448221281;8.10189392461797;0;0;1;0;1
YDR251W;-0.24256;-0.28951;8.4922115356;8.10784170140092;8.35373440110371;1;0;0;0;0
YDR252W;0.00091;0.0206;6.3679066797;7.94526494879576;7.57787704295378;0;0;1;0;1
YDR253C;0.01876;0.00141;8.5804488567;6.34880017488371;6.0682108987812;0;0;1;0;1
YDR254W;-0.02115;-0.03466;7.8967801353;7.75303462793093;6.40687998606931;0;0;0;0;1
YDR255C;0.05022;0.09053;6.7407562781;7.11703902552295;7.09527080959503;0;0;0;0;1
YDR257C;-0.00161;0.03842;7.9889054019;8.19725261971867;8.21241250203128;0;0;1;0;1
YDR258C;0.04459;-0.01284;10.0556333076;9.41762488519961;8.95262526024725;0;0;1;0;0
YDR261C;-0.08874;-0.04031;10.2532009348;7.84743432466752;7.9110625350927;1;1;1;0;1
YDR263C;-0.00354;0.0648;7.4415390453;;;0;0;0;1;1
YDR264C;-0.32079;-0.42377;10.0769395664;8.32452600860325;8.31733809467532;0;0;0;0;1
YDR268W;0.02695;0.07999;7.010393637;8.01687741521443;7.8169470056269;0;0;0;0;1
YDR270W;0.03923;0.07955;9.592889304;6.84057511027287;7.05185562295589;0;0;1;0;0
YDR276C;-0.06036;-0.03324;12.9505811773;10.0712670970664;10.0712670970664;1;1;1;0;0
YDR277C;-0.29048;-0.32724;7.0376857699;8.18562889114761;8.18562889114761;1;0;0;0;1
YDR279W;-0.48418;-0.56085;7.9850315519;7.61970788474353;7.51310425251532;1;1;1;1;1
YDR281C;0.07432;0.01004;8.5880055688;;;1;0;1;0;0
YDR283C;0.0024;0.03932;9.2621261426;7.50197708115949;7.34485047030377;0;0;0;0;1
YDR285W;-0.01341;0.02249;7.3718522717;6.4395037001829;5.96870755998537;0;0;0;0;1
YDR291W;0.02539;-0.00864;8.5155432933;6.94796209558259;6.58952707474231;0;0;0;0;1
YDR297W;0.01581;0.13675;9.7373550243;9.12705392231653;8.58364919662531;1;1;1;1;1
YDR304C;-0.09365;-0.05351;12.6150939116;9.43539092758097;9.36055867975553;0;0;1;0;0
YDR306C;-0.58275;-0.73059;8.3206073704;7.2344156292206;7.2344156292206;0;0;0;0;1
YDR307W;0.05892;0.02261;9.2607769487;7.60190973521611;7.70978362415164;1;1;1;1;1
YDR309C;-0.07205;-0.15371;9.7657650926;7.04625392205726;7.12680655641082;1;1;1;1;0
YDR315C;0.0259;-0.02036;7.4155222295;7.20410073811322;7.20410073811322;0;0;1;0;0
YDR318W;0.04458;-0.04435;7.8500030468;6.81238239132852;6.85856503479137;0;0;1;0;1
YDR321W;-0.28763;-0.3201;11.463035993;9.37735784377881;9.33138103102158;0;0;0;0;1
YDR323C;0.1206;0.06922;7.7901262915;7.22634613136404;6.64378973314767;0;0;0;0;1
YDR326C;-0.13372;-0.04416;9.2205731287;7.54454370201079;7.5422134631934;0;0;1;1;1
YDR330W;-0.14744;-0.16889;7.9278510867;8.14203710397058;7.82093137698567;0;0;1;0;0
YDR332W;-0.07447;0.04836;6.9828755316;5.20448367476703;5.38449506278909;0;0;0;0;1
YDR337W;0.11503;0.03828;8.4893253235;8.43505414506923;8.30965819782713;0;1;0;0;0
YDR338C;-0.0715;-0.04121;8.8469508306;7.21744791398237;7.13711958371536;0;0;0;0;1
YDR342C;0.14271;-0.03808;11.9713885538;9.06671539371519;8.72420736080056;1;1;0;0;0
YDR343C;0.03638;0.04082;12.5926727558;10.3222850192993;10.1609308773028;1;0;0;0;0
YDR345C;0.04223;0.04945;13.5773036363;10.2229605179569;9.87532581727565;1;0;0;0;1
YDR346C;0.08211;0.02852;10.6805305206;9.66031713987686;9.52595391867762;1;1;1;1;1
YDR348C;-0.27477;-0.34863;8.5771772712;8.39527573281931;8.26705773405705;0;0;1;1;0
YDR351W;-0.03813;-0.14066;8.56759097;6.93578661894718;6.57406970455539;0;0;0;0;1
YDR354W;0.91343;0.83612;9.8848313541;8.80551064331827;8.67900349897233;0;0;0;0;1
YDR358W;0.05864;-0.03184;7.4799023318;8.44513524291604;8.51744108321439;0;0;1;0;1
YDR359C;0.03997;0.1473;8.031242596;7.50728286895782;7.20504331093427;0;0;0;0;1
YDR363W;-0.01945;0.05376;7.6198425505;7.55544225846868;7.14160968654716;0;0;0;0;1
YDR366C;-0.00138;-0.36786;7.3110945106;7.12627832852351;7.12627832852351;0;0;1;0;0
YDR368W;0.04045;0.02202;11.7746753364;9.65253030594598;9.60805167566379;0;1;1;0;1
YDR379C-A;0.0144;-0.0507;8.1304175908;7.79169572446188;7.17330760887299;0;0;1;0;0
YDR379W;-0.32372;-0.22865;8.4704524758;7.60194265121031;7.51189753238299;1;0;1;0;1
YDR380W;-0.06522;-0.04483;5.9070724012;8.89100796076356;8.53068374887956;0;1;1;0;1
YDR383C;0.01009;-0.00326;8.0389397081;8.28851483022579;7.85903246862216;0;0;1;0;0
YDR386W;0.02533;0.01922;7.6936513462;6.51332310345626;6.3566046937057;0;0;0;0;1
YDR387C;-0.0106;-0.00854;8.1711528863;;;0;0;0;0;1
YDR389W;-0.72549;-0.63042;9.2679939311;7.80583495810888;7.76962808369549;0;0;0;1;0
YDR391C;-0.05808;-0.0453;7.668006037;8.26204737874251;8.11511371761895;1;0;1;0;0
YDR399W;0.03958;0.02507;10.8425238604;10.0070699882295;9.26222886357304;0;0;1;0;0
YDR400W;-0.0078;-0.02435;9.1933435669;7.96523521099016;7.86700071869016;1;1;1;1;1
YDR409W;-0.34346;-0.31193;6.8687939018;6.72317327566421;6.2907580930502;1;0;0;0;0
YDR414C;-0.00028;0.0417;8.1971836294;7.0337719376895;7.0337719376895;0;0;1;0;1
YDR423C;-0.05843;-0.02783;8.2279157153;7.3485245591585;7.07582864884086;0;0;0;0;1
YDR425W;0.17891;0.28132;7.3934606252;7.44389127958251;7.45548183174641;0;0;1;0;1
YDR432W;0.32973;0.34606;9.4474287599;10.7751143394063;10.4612707159424;0;1;0;0;0
YDR435C;-0.05081;-0.03332;8.8643309092;7.77604796505827;7.62372460997334;0;0;1;0;0
YDR438W;-0.00262;-0.04002;8.3677109723;;;0;0;0;0;1
YDR439W;0.03198;0.00965;7.7834667177;7.29511442482068;7.27322806508677;0;0;0;0;1
YDR440W;-0.23741;-0.18358;8.7105140666;7.13591812437764;7.1777824161952;1;1;1;1;1
YDR444W;-0.15987;-0.10417;8.6991734567;6.97713694527015;6.74585562661562;0;0;0;0;1
YDR448W;0.45212;0.37083;8.6182907527;7.69214081587038;7.77848079607129;0;1;0;0;1
YDR451C;0.01266;0.01462;9.4469693782;6.75335810165605;6.75335810165605;1;1;1;1;1
YDR457W;-0.13424;-0.11161;11.0242919751;8.19923940143507;7.95603697475255;1;0;0;0;0
YDR458C;-0.80491;-0.89526;8.0793842407;8.09951522522123;7.63582206314918;0;0;0;0;1
YDR459C;-0.13213;-0.12835;9.1542815589;;;0;0;0;0;1
YDR461W;-0.02341;-0.04369;6.9565754583;10.008719145974;10.1725789849878;1;1;1;0;0
YDR465C;0.00791;0.03217;9.0254259161;8.28465932463291;8.14916506372112;0;0;0;1;0
YDR476C;0.08745;-0.01225;10.0640376773;8.17945841303932;8.00329117656692;0;0;0;0;1
YDR480W;-0.15126;-0.09454;7.8031719011;7.31462641261625;7.19458440232015;1;0;1;1;0
YDR481C;0.06358;-0.03975;10.0897944271;8.55602788614437;8.16204741020981;1;1;1;1;1
YDR484W;0.0963;0.09045;6.7857850421;7.8878060498285;7.76761644826893;0;0;1;0;0
YDR485C;0.09622;0.03356;8.9717641661;7.60809506358009;7.13320377267455;0;0;0;0;1
YDR488C;-0.18426;-0.14987;6.7792666202;6.5089256999487;6.62273632394984;1;1;1;1;1
YDR492W;-0.0078;0.02059;9.7862297764;7.4441025908778;7.32310050825268;1;0;1;0;0
YDR493W;-0.05193;-0.01658;8.3319224454;8.04847522966287;7.82200841356416;0;1;0;1;0
YDR495C;-0.06062;0.111;7.9258729328;7.08935547661529;7.18235211188526;0;0;1;0;0
YDR501W;-0.0365;-0.00612;7.5893401732;6.07672133163149;6.07672133163149;1;1;1;1;1
YDR502C;6e-05;0.04729;12.9688823699;11.1477446987468;10.5712689000892;1;0;1;0;0
YDR503C;-0.23806;-0.34892;9.2521710354;6.78621797970352;6.96064386122565;1;1;1;1;1
YDR506C;0.05369;0.03921;7.9692309907;6.7418171651676;6.78561730081361;0;0;0;0;1
YDR507C;-0.54377;-0.70405;9.858905723;8.15648554879218;8.03910752360382;1;1;1;1;1
YDR512C;0.01403;0.0118;9.6940766115;7.5411351262338;7.59024144830527;0;0;1;0;0
YDR514C;-0.03767;-0.00992;8.9969375808;6.96118420015008;6.76011227842463;0;0;0;1;1
YDR516C;-0.00316;-0.02859;11.0907053471;8.9450327595777;8.82830656190341;1;0;1;0;0
YDR517W;-0.04511;0.02182;9.8999307256;8.38135570330102;8.42848102255743;0;0;0;1;1
YDR518W;0.0231;0.0306;9.5510928354;8.89673864229082;8.79677408406529;1;0;1;1;1
YDR523C;0.02177;-0.00224;6.165298946;7.8676184442304;7.8676184442304;1;0;0;0;0
YDR528W;-0.10612;-0.13011;7.8834690971;7.5423706987158;7.29239996556379;1;1;1;1;1
YDR529C;0.13555;0.14751;9.9971445249;10.4330315371709;9.49299927056927;0;0;0;0;1
YDR532C;0.05405;0.00512;7.1624181682;7.46472059425213;7.46444135108535;0;0;1;0;0
YDR534C;-0.06626;-0.00069;6.723117985;;;0;0;1;0;0
YDR538W;-0.00293;0.04373;8.7333581125;6.98303232339503;7.24154147143741;0;0;1;0;0
YDR539W;0.13363;0.11244;10.1340542679;8.29070325330535;8.06945089093772;0;0;1;0;1
YDR541C;0.01676;0.00181;8.2440945845;6.3187116541257;6.41836493593621;0;0;1;0;1
YDR545W;-0.06479;-0.00476;11.7725826843;6.67625784549196;6.45335388525799;1;1;0;0;0
YEL001C;-0.04225;0.02284;10.4129221196;8.90952787931431;8.80319179912774;0;0;1;0;0
YEL006W;0.01936;-0.00309;9.27016301;6.86192425524046;6.91605474903527;0;0;0;0;1
YEL009C;-0.49049;-0.49686;13.3607450527;7.56906781759745;7.40719025934723;0;0;0;0;1
YEL011W;0.25732;0.27088;11.0494161135;8.35980273365411;8.29761634603199;1;0;0;0;0
YEL012W;-0.00446;-0.02999;7.7123269968;7.78496578513713;7.6157298014815;0;0;1;0;0
YEL015W;-0.0139;-0.07846;9.0230973688;8.31854057091152;8.30109199083463;0;0;0;0;1
YEL016C;0.05833;0.01967;8.3608826202;;;0;0;0;1;1
YEL017W;-0.35944;-0.47169;10.8718625627;7.95641502449776;7.75635162074744;1;1;1;1;1
YEL022W;-0.61226;-0.50937;7.9913216415;8.31954722427841;8.28737986778926;0;0;0;0;1
YEL024W;0.15998;0.17558;9.9234653237;9.52149258930494;8.96201503281245;0;0;0;0;1
YEL025C;0.03802;-0.01644;8.5233785412;7.39083908957113;6.5419408736699;0;1;0;0;1
YEL030W;-0.04161;0.00032;6.2407153242;10.4247948498994;9.28396410687574;0;0;0;0;1
YEL031W;-0.71866;-0.67015;12.2568221887;9.56144671577284;9.62004823037163;0;0;0;0;1
YEL036C;0.1693;0.27172;8.9778782877;8.27727180419215;8.13483308025557;1;0;1;0;0
YEL039C;0.0222;0.01223;6.9325974112;8.08718381811917;8.04963348774826;0;0;1;0;0
YEL040W;0.00636;0.07258;10.2589394108;8.88215003458561;8.83863386585259;1;1;1;0;1
YEL041W;0.05838;0.02912;7.3188901469;6.57525169995856;6.39646369091115;0;0;0;0;1
YEL042W;0.06313;0.0584;11.3020208118;8.8707473747851;8.97398492668974;1;1;1;0;1
YEL043W;-0.21275;-0.13258;9.9733338341;7.80476090956264;7.77432443441387;0;0;1;0;0
YEL044W;0.11614;0.02257;10.1194364673;8.4106624351881;8.23029803923649;0;0;1;0;0
YEL047C;0.07178;0.10087;11.863848759;9.69848962254204;9.5200574414914;1;1;0;1;1
YEL054C;0.03025;0.04211;13.1700403988;10.9695561970734;10.5687246972603;0;0;0;0;1
YEL059C-A;0.0035;0.05367;10.1901195754;7.97964141589569;6.99745367719035;0;0;1;0;1
YEL060C;0.06631;0.1357;9.9982772495;10.8765404619709;8.9918008085751;1;1;1;0;0
YEL061C;-0.72261;-0.6914;7.0885966922;7.36503338735072;6.63725803128446;1;1;1;1;1
YEL062W;0.06134;0.03614;8.1738091572;7.35606359865486;7.40401885201217;0;0;1;0;0
YEL064C;0.05253;0.09005;7.9785221506;6.63139059668981;6.63139059668981;0;1;1;1;1
YEL065W;-0.01383;0.00452;6.4561855076;7.76379895441657;7.94522411345842;1;1;1;0;1
YEL066W;-0.08663;-0.1561;9.7537425316;8.27509647977517;8.03048701471182;0;0;1;1;1
YEL068C;-0.01225;0.04388;8.0798825525;7.1614127586473;7.1614127586473;0;1;0;0;0
YEL071W;-0.02837;-0.00733;10.4434850888;10.2597667450221;10.0915549821236;1;0;1;0;1
YEL072W;-0.0186;0.03234;7.7803163524;6.45478486076467;6.45478486076467;0;0;0;0;1
YEL075C;-0.01798;0.0421;7.2428804791;;;1;1;0;0;0
YEL076C;0.01886;-0.03916;6.1671691702;7.03962274758117;7.03962274758117;1;1;1;0;0
YEL076C-A;-0.0138;-0.0257;6.5745124827;;;1;1;1;0;0
YEL077C;0.02131;0.06146;11.9444186317;7.52227087567457;7.06633045621925;1;0;0;0;1
YER001W;-0.04847;-0.03857;11.5759729153;8.23415584328687;7.96137020171951;1;1;1;1;1
YER011W;0.02117;0.09654;8.8274208785;7.06552389909287;7.06552389909287;0;0;1;1;1
YER014W;0.01634;0.07363;7.1755612046;8.51543161961789;8.52679051892436;1;0;0;0;0
YER016W;-0.91541;-0.88907;9.3235571576;7.93105708063028;7.88338411971466;1;1;1;1;1
YER019W;0.03166;0.11596;8.6180091637;7.7796649427845;7.67710747695647;0;1;1;1;0
YER020W;-0.17368;-0.0232;9.5985875062;8.31401168018139;8.13096090565646;0;0;1;0;0
YER031C;-0.14661;-0.16177;12.0186352342;9.1865440479782;9.02883865644774;0;0;0;1;0
YER032W;-0.5145;-0.41348;8.9508307966;6.63040219363602;6.94889722231331;1;1;1;1;1
YER033C;-0.05023;-0.06205;7.0069881834;7.22668801608781;7.39914567750911;0;0;0;0;1
YER034W;-0.03121;-0.00024;7.2327500495;8.2107780266663;8.20684986866198;0;0;0;0;1
YER042W;0.03801;0.00616;7.9765952913;8.83888028077929;8.48329856846833;1;1;1;0;1
YER044C;-0.02234;0.11031;8.6071510742;8.02798583228499;8.08451825149808;1;0;0;0;0
YER046W;0.02346;0.05839;8.2699802115;;;0;0;1;0;0
YER047C;-0.16835;-0.11185;8.3063190005;7.23349096196894;7.30008389694314;0;0;0;0;1
YER051W;-0.02034;-0.0754;8.2002033522;6.1076967058383;6.20199558103544;0;0;0;0;1
YER053C;0.01793;0.12598;9.1274521723;7.93136712417613;7.90579216276796;1;0;0;0;0
YER053C-A;0.02111;0.03824;6.6582389277;9.23878115758991;8.98370416261625;0;0;1;1;0
YER056C;0.08277;-0.01251;12.631746276;9.54408207504493;8.61108143143963;0;0;0;0;1
YER060W;-0.00419;0.01121;8.3057264594;7.06814087805688;6.90163398001741;0;0;0;0;1
YER062C;0.09325;0.09542;12.0304567336;9.84596877279717;9.6141119569269;0;0;1;0;0
YER067W;0.01493;0.02933;8.5000642446;9.31178508579464;9.04192172035122;0;0;1;0;0
YER070W;0.02948;0.00746;12.5003048729;12.0021293723804;9.78926390149436;1;1;1;1;1
YER072W;-0.02985;-0.02037;12.5187842312;9.25598990772638;8.59703550968156;1;0;0;0;0
YER077C;0.07668;0.08682;7.0316106465;7.28379744477247;6.58202513889283;0;0;1;0;1
YER078C;0.03265;-0.04736;9.0649851833;7.79275461619373;7.66839264141486;0;0;1;0;1
YER079W;0.04831;0.06256;7.4008073445;8.27709400168456;7.55878043184714;0;0;1;0;0
YER080W;-0.01264;-0.06312;7.1301079138;9.13676984232577;8.96576815882018;0;0;0;0;1
YER081W;0.00403;-0.01077;11.308776743;9.78621464743001;9.19088230337539;0;0;1;0;0
YER083C;-0.403;-0.34146;9.4604254486;8.55291005360353;8.26122800973415;0;0;0;0;1
YER086W;0.20096;0.30456;10.7182499686;9.67664397089602;9.39349491507403;0;0;1;0;0
YER087C-B;-0.01105;-0.01787;9.9407711473;9.36362574065899;9.19112326058326;0;0;1;0;1
YER088C;-0.31092;-0.27481;12.0191781377;8.17926816725888;8.02214148513382;0;0;0;0;1
YER091C;1.04465;0.9704;15.2597527762;12.428168561994;11.6209152694397;1;1;1;0;0
YER095W;-0.10191;0.00502;9.5916299607;8.60186838663369;8.71109406696524;1;1;1;1;1
YER096W;-0.01589;-0.04296;7.6518711225;7.14124512235049;7.14124512235049;0;0;1;0;0
YER098W;-0.08072;-0.23495;6.0440995946;7.02824367544593;7.20792627207435;0;0;1;0;0
YER110C;-0.8395;-0.85658;11.0190300716;10.3522884668222;10.3965104069086;1;0;0;0;0
